"","c__Gammaproteobacteria","f__Enterobacteriaceae","o__Enterobacteriales","f__Prevotellaceae","f__Paraprevotellaceae","f__Myxococcales.0319.6G20","s__Myxococcales.sp","c__Lentisphaeria","o__Victivallales","p__Lentisphaerae","g__Streptococcus","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Paraprevotella","g__Blautia","g__Erysipelotrichaceae.cc_115","s__Erysipelotrichaceae.cc_115.sp","s__symbiosum","s__Desulfovibrionaceae.sp","g__Desulfovibrionaceae.unidentified","f__Brevibacteriaceae","s__Brevibacterium.sp","s__ramosum","s__Sphingomonas.sp","s__Tepidimonas.sp","f__Microbacteriaceae","g__Tepidimonas","s__hathewayi","g__Staphylococcus","s__adolescentis","g__Rothia","s__citroniae","s__mucilaginosa","s__distasonis","g__Actinomyces","s__Actinomyces","s__stutzeri","o__Alteromonadales","g__Shewanella","f__Shewanellaceae","c__Bacilli","s__Roseburia.sp","s__Parvimonas.sp","g__Parvimonas","s__fragilis"
"s__citroniae",0.0367580305368245,0.0372256806960194,0.0372256806960194,0.00166510678231413,0.331372314319395,0.807117981161537,0.504426049227276,0.0372256806960194,0.0372256806960194,0.0372256806960194,0.359564164220652,0.184092140550554,0.184092140550554,0.184092140550554,0.427022456520825,0.932430559881644,0.422817068866514,0.422817068866514,0.707979633832538,0.0391902421520207,0.0391902421520207,0.485606059333179,0.485606059333179,0.396193479890271,0.303384453276949,0.689287789015934,0.569459285342085,0.689287789015934,0.0410115509044378,0.905387808098569,0.104247314471563,0.426928472818154,NA,0.426928472818154,0.0875160402183739,0.417245581452986,0.417245581452986,0.98821489317614,0.594202179411365,0.112585782178645,0.112585782178645,0.510738188108157,0.303384453276949,0.0750131911588898,0.0750131911588898,0.362047574734806
"s__mucilaginosa",0.580789781032983,0.263935543482651,0.263935543482651,0.964360771062472,0.672071229387263,0.0323685989223617,0.308461904393678,0.222294222950298,0.222294222950298,0.222294222950298,0.0770758379895851,0.779187919152674,0.779187919152674,0.779187919152674,0.288773181856129,0.713517693890045,0.452619853415289,0.452619853415289,0.2959815009672,0.656287771508824,0.656287771508824,0.889390775174381,0.889390775174381,0.395283717202777,0.0853203776276545,0.628559495986412,0.88314703959176,0.628559495986412,0.957099053324426,0.266281376207761,0.27181540567369,0,0.426928472818154,NA,0.54817399340938,0.161092894417395,0.161092894417395,0.00180821299767953,0.0012640626767606,0.00458353169018011,0.00458353169018011,0.118538378856264,0.386809184260206,0.439724731525401,0.439724731525401,0.124114687318049
"s__distasonis",0.689607245830493,0.908627005078934,0.908627005078934,0.472958283136107,0.419226579409593,0.303646660644443,0.257070939914162,0.908627005078934,0.908627005078934,0.908627005078934,0.304907325012458,0.715331344961954,0.715331344961954,0.715331344961954,0.256280714740235,0.770562021017194,0.41937651312539,0.41937651312539,0.256280714740235,0.939306954768378,0.939306954768378,0.492420020343732,0.492420020343732,0.944214762586501,0.544171907725719,0.432351423003309,0.976605094934006,0.432351423003309,0.908627005078934,0.652745599490314,0.903037861654063,0.54817399340938,0.0875160402183739,0.54817399340938,NA,0.773710223510145,0.773710223510145,0.275643611067018,0.879774694652214,0.492420020343732,0.492420020343732,0.306142920713337,0.544171907725719,0.70263983403637,0.70263983403637,0.996949764947932
"g__Actinomyces",0.082361315643479,0.176489832648357,0.176489832648357,0.131491917489059,0.148599219687172,0.99601409183855,0.429094202709552,0.214190793333124,0.214190793333124,0.214190793333124,0.00248494682012024,0.105588808796631,0.105588808796631,0.105588808796631,0.887475853506571,0.127398941869565,0.148733641620187,0.148733641620187,0.699293241444077,0.171640399393799,0.171640399393799,0.102787446950185,0.102787446950185,0.938419438439232,0.0123468094539294,0.000907953947051565,0.965590886514825,0.000907953947051565,0.44576623343468,4.47515028283441e-05,0.0729166194569453,0.161092894417395,0.417245581452986,0.161092894417395,0.773710223510145,NA,0,0.231478090542722,0.130182986847696,0.222358345416781,0.222358345416781,2.20162179584982e-05,0.0123468094539294,0.0606997454569782,0.0606997454569782,0.283316792228498
"s__Actinomyces",0.082361315643479,0.176489832648357,0.176489832648357,0.131491917489059,0.148599219687172,0.99601409183855,0.429094202709552,0.214190793333124,0.214190793333124,0.214190793333124,0.00248494682012024,0.105588808796631,0.105588808796631,0.105588808796631,0.887475853506571,0.127398941869565,0.148733641620187,0.148733641620187,0.699293241444077,0.171640399393799,0.171640399393799,0.102787446950185,0.102787446950185,0.938419438439232,0.0123468094539294,0.000907953947051565,0.965590886514825,0.000907953947051565,0.44576623343468,4.47515028283441e-05,0.0729166194569453,0.161092894417395,0.417245581452986,0.161092894417395,0.773710223510145,0,NA,0.231478090542722,0.130182986847696,0.222358345416781,0.222358345416781,2.20162179584982e-05,0.0123468094539294,0.0606997454569782,0.0606997454569782,0.283316792228498
"s__stutzeri",0.869950115232776,0.716180139818595,0.716180139818595,0.825003046849042,0.38801912981411,0.382974921510754,0.336720290570138,0.558993691100319,0.558993691100319,0.558993691100319,0.0613212778360857,0.254357079893314,0.254357079893314,0.254357079893314,0.335922805032037,0.496461194416508,0.492976564463154,0.492976564463154,0.651134240615169,0.335922805032037,0.335922805032037,0.55983465070561,0.55983465070561,0.960881870462983,0.275643611067018,0.361242511458892,0.151119102674529,0.361242511458892,0.759683836045894,0.017054769881113,0.974870175949643,0.00180821299767953,0.98821489317614,0.00180821299767953,0.275643611067018,0.231478090542722,0.231478090542722,NA,0.0010840992209149,0.168303768041176,0.168303768041176,0.0342213241106499,0.275643611067018,0.745532012078822,0.745532012078822,0.0974122193448499
"o__Alteromonadales",0.147156070644099,0.266055378078626,0.266055378078626,0.480013122217128,0.850910626892327,0.436896453331908,0.888905413112442,0.498888312927632,0.498888312927632,0.498888312927632,0.344877756436976,0.274647507722429,0.274647507722429,0.274647507722429,0.0799752155760973,0.657688523196784,0.216686032089434,0.216686032089434,0.0370624271100977,0.0799752155760973,0.0799752155760973,0.112009811451648,0.112009811451648,0.620295421183322,0.016305023586199,0.0503292860827345,0.0251069192911355,0.0503292860827345,0.759536265611531,0.0517691648490761,0.64972722618684,0.0012640626767606,0.594202179411365,0.0012640626767606,0.879774694652214,0.130182986847696,0.130182986847696,0.0010840992209149,NA,0.00111410682708035,0.00111410682708035,0.10365473448591,0.016305023586199,0.561609340475521,0.561609340475521,0.00967733755509337
"g__Shewanella",0.734749055207023,0.582847948963944,0.582847948963944,0.191146162232156,0.492837598149327,0.382974921510754,0.51985825293163,0.336421553614475,0.336421553614475,0.336421553614475,0.343550370993808,0.254357079893314,0.254357079893314,0.254357079893314,0.335922805032037,0.466974827145796,0.492976564463154,0.492976564463154,0.00115323629482011,0.335922805032037,0.335922805032037,0.168303768041176,0.168303768041176,0.148864366455146,0.301430990643587,0.0115435296137725,0.104862966217071,0.0115435296137725,0.882099536619919,0.138452267214975,0.38915614132409,0.00458353169018011,0.112585782178645,0.00458353169018011,0.492420020343732,0.222358345416781,0.222358345416781,0.168303768041176,0.00111410682708035,NA,0,0.340528165464133,0.301430990643587,0.745532012078822,0.745532012078822,0.00859213256447644
"f__Shewanellaceae",0.734749055207023,0.582847948963944,0.582847948963944,0.191146162232156,0.492837598149327,0.382974921510754,0.51985825293163,0.336421553614475,0.336421553614475,0.336421553614475,0.343550370993808,0.254357079893314,0.254357079893314,0.254357079893314,0.335922805032037,0.466974827145796,0.492976564463154,0.492976564463154,0.00115323629482011,0.335922805032037,0.335922805032037,0.168303768041176,0.168303768041176,0.148864366455146,0.301430990643587,0.0115435296137725,0.104862966217071,0.0115435296137725,0.882099536619919,0.138452267214975,0.38915614132409,0.00458353169018011,0.112585782178645,0.00458353169018011,0.492420020343732,0.222358345416781,0.222358345416781,0.168303768041176,0.00111410682708035,0,NA,0.340528165464133,0.301430990643587,0.745532012078822,0.745532012078822,0.00859213256447644
"c__Bacilli",0.00118036530804377,0.0255215813885621,0.0255215813885621,0.416311747659901,0.290011044601175,0.747901067961087,0.40794697360731,0.501501460441346,0.501501460441346,0.501501460441346,4.55413484701239e-11,0.294569549245782,0.294569549245782,0.294569549245782,0.501063545156546,0.0409671655190973,0.174943558064452,0.174943558064452,0.581868453919693,0.0532232143170344,0.0532232143170344,0.0182099715526789,0.0182099715526789,0.481609908722366,0.248569166759717,0.0824834834322745,0.762567469820765,0.0824834834322745,0.542850523717378,5.52221673721931e-06,0.601312983077336,0.118538378856264,0.510738188108157,0.118538378856264,0.306142920713337,2.20162179584982e-05,2.20162179584982e-05,0.0342213241106499,0.10365473448591,0.340528165464133,0.340528165464133,NA,0.0663573315318677,0.303764480501824,0.303764480501824,0.666548776631632
"s__Roseburia.sp",0.34608811875268,0.906511166084142,0.906511166084142,0.121959536982776,0.419226579409593,0.831843713608477,0.180973079457317,0.256774869155712,0.256774869155712,0.256774869155712,0.0382137282845403,0.178125457566548,0.178125457566548,0.178125457566548,0.906416656355003,0.475340109948851,0.41937651312539,0.41937651312539,0.327967456025855,0.256280714740235,0.256280714740235,0.00318385077678407,0.00318385077678407,0.896737997607885,4.38473932895533e-06,0.0321055201851665,0.56460029862433,0.0321055201851665,0.908627005078934,0.0685187902063522,0.451517439757976,0.386809184260206,0.303384453276949,0.386809184260206,0.544171907725719,0.0123468094539294,0.0123468094539294,0.275643611067018,0.016305023586199,0.301430990643587,0.301430990643587,0.0663573315318677,NA,0.70263983403637,0.70263983403637,0.315818229197103
"s__Parvimonas.sp",0.529372686980255,0.59399345616189,0.59399345616189,0.470715621065896,0.702911441720002,0.628177500412444,0.594218880997248,0.59399345616189,0.59399345616189,0.59399345616189,0.451167847128672,0.528308887191455,0.528308887191455,0.528308887191455,0.593616915039855,0.235083764600122,0.703001812519798,0.703001812519798,0.593616915039855,0.593616915039855,0.593616915039855,0.745532012078822,0.745532012078822,0.561174259735052,0.70263983403637,0.117729511466508,0.529866688929584,0.117729511466508,0.0598264567965239,0.163362372622828,0.241990755026917,0.439724731525401,0.0750131911588898,0.439724731525401,0.70263983403637,0.0606997454569782,0.0606997454569782,0.745532012078822,0.561609340475521,0.745532012078822,0.745532012078822,0.303764480501824,0.70263983403637,NA,0,0.560519216545843
"g__Parvimonas",0.529372686980255,0.59399345616189,0.59399345616189,0.470715621065896,0.702911441720002,0.628177500412444,0.594218880997248,0.59399345616189,0.59399345616189,0.59399345616189,0.451167847128672,0.528308887191455,0.528308887191455,0.528308887191455,0.593616915039855,0.235083764600122,0.703001812519798,0.703001812519798,0.593616915039855,0.593616915039855,0.593616915039855,0.745532012078822,0.745532012078822,0.561174259735052,0.70263983403637,0.117729511466508,0.529866688929584,0.117729511466508,0.0598264567965239,0.163362372622828,0.241990755026917,0.439724731525401,0.0750131911588898,0.439724731525401,0.70263983403637,0.0606997454569782,0.0606997454569782,0.745532012078822,0.561609340475521,0.745532012078822,0.745532012078822,0.303764480501824,0.70263983403637,0,NA,0.560519216545843
"s__fragilis",0.241698852062577,0.404341746458135,0.404341746458135,0.0151641768650888,0.215229410141538,0.605870161914365,0.868578541805552,0.0794172841564822,0.0794172841564822,0.0794172841564822,0.970021045546393,0.174410196653812,0.174410196653812,0.174410196653812,0.723225571906791,0.986245061250045,0.215379747169612,0.215379747169612,0.155808768849981,0.0790948884077958,0.0790948884077958,0.927463082806888,0.927463082806888,0.0129061006488023,0.315818229197103,0.399620015091067,0.53738266620526,0.399620015091067,0.322816825939289,0.100954970332608,0.52224975777375,0.124114687318049,0.362047574734806,0.124114687318049,0.996949764947932,0.283316792228498,0.283316792228498,0.0974122193448499,0.00967733755509337,0.00859213256447644,0.00859213256447644,0.666548776631632,0.315818229197103,0.560519216545843,0.560519216545843,NA
