"","Correlation features","Correlation Value"
"59","Otu00154 ~~ Otu00083","0.895267753480146"
"60","Otu00056 ~~ Otu00083","0.723201660766784"
"61","Otu00275 ~~ Otu00083","0.569127354271322"
"62","Otu00160 ~~ Otu00083","0.81561514929021"
"63","Otu00038 ~~ Otu00083","0.799425303346613"
"64","Otu00203 ~~ Otu00203","1"
"65","Otu00023 ~~ Otu00207","0.515814341110119"
"66","Otu00207 ~~ Otu00207","1"
"67","Otu00028 ~~ Otu00028","1"
"68","Otu00014 ~~ Otu00028","0.576825654511697"
"69","Otu00005 ~~ Otu00028","0.672450244226282"
"70","Otu00024 ~~ Otu00028","0.691803479433683"
"71","Otu00162 ~~ Otu00028","0.540818739397633"
"72","Otu00078 ~~ Otu00028","0.515659306378981"
"73","Otu00079 ~~ Otu00028","0.548617959123979"
"74","Otu00041 ~~ Otu00028","0.527529014061687"
"75","Otu00067 ~~ Otu00028","0.597301515595374"
"76","Otu00054 ~~ Otu00028","0.654635882622366"
"77","Otu00126 ~~ Otu00028","0.662972687866561"
"78","Otu00096 ~~ Otu00028","0.621862669655156"
"79","Otu00018.Otu00029 ~~ Otu00028","0.673814976183239"
"80","Otu00013 ~~ Otu00013","1"
"81","Otu00108 ~~ Otu00013","0.611743818987379"
"82","Otu00027 ~~ Otu00013","0.60557309064043"
"83","Otu00022 ~~ Otu00013","0.510096394617601"
"84","Otu00044 ~~ Otu00013","0.590661802640014"
"85","Otu00045 ~~ Otu00013","0.554003938329628"
"86","Otu00300 ~~ Otu00300","1"
"87","Otu00491 ~~ Otu00300","0.673714377306586"
"88","Otu00033 ~~ Otu00033","1"
"89","Otu00023 ~~ Otu00171","0.540744536240095"
"90","Otu00171 ~~ Otu00171","1"
"91","Otu00046 ~~ Otu00073","0.883823604526671"
"92","Otu00083 ~~ Otu00073","0.79872953256607"
"93","Otu00073 ~~ Otu00073","1"
"94","Otu00101 ~~ Otu00073","0.758221084937443"
"95","Otu00154 ~~ Otu00073","0.823948748895282"
"96","Otu00056 ~~ Otu00073","0.690514483126793"
"97","Otu00160 ~~ Otu00073","0.785197594109499"
"98","Otu00038 ~~ Otu00073","0.786131537681366"
"99","Otu00088 ~~ Otu00073","0.52436791688178"
"100","Otu00013 ~~ Otu00108","0.611743818987379"
"101","Otu00108 ~~ Otu00108","1"
"102","Otu00027 ~~ Otu00108","0.662087074927953"
"103","Otu00022 ~~ Otu00108","0.737707326202263"
"104","Otu00012 ~~ Otu00108","0.56964128344273"
"105","Otu00044 ~~ Otu00108","0.804953102474713"
"106","Otu00031 ~~ Otu00108","0.743190733123103"
"107","Otu00045 ~~ Otu00108","0.687641065561193"
"108","Otu00075 ~~ Otu00075","1"
"109","Otu00003 ~~ Otu00014","0.547020978351078"
"110","Otu00049 ~~ Otu00014","0.55522834755913"
"111","Otu00028 ~~ Otu00014","0.576825654511697"
"112","Otu00014 ~~ Otu00014","1"
"113","Otu00559 ~~ Otu00014","0.587165192966641"
"114","Otu00011 ~~ Otu00014","0.716881230718409"
"115","Otu00020 ~~ Otu00014","0.56559847971803"
"116","Otu00081 ~~ Otu00014","0.506762851326168"
"117","Otu00059 ~~ Otu00014","0.563945793625454"
"118","Otu00010 ~~ Otu00014","0.508090712183191"
"119","Otu00512 ~~ Otu00014","0.589108301965459"
"120","Otu00008 ~~ Otu00014","0.621228720622216"
"121","Otu00004 ~~ Otu00014","0.561791840006589"
"122","Otu00079 ~~ Otu00014","0.69532798849426"
"123","Otu00041 ~~ Otu00014","0.671315661501757"
"124","Otu00058 ~~ Otu00014","0.599354842943911"
"125","Otu00067 ~~ Otu00014","0.816215182799005"
"126","Otu00096 ~~ Otu00014","0.672088714592294"
"127","Otu00034 ~~ Otu00014","0.695349574086723"
"128","Otu00131 ~~ Otu00014","0.551371828484568"
"129","Otu00061 ~~ Otu00014","0.518844750615396"
"130","Otu00032 ~~ Otu00014","0.706976757128721"
"131","Otu00046 ~~ Otu00101","0.78111980802607"
"132","Otu00083 ~~ Otu00101","0.838206550883927"
"133","Otu00073 ~~ Otu00101","0.758221084937443"
"134","Otu00101 ~~ Otu00101","1"
"135","Otu00154 ~~ Otu00101","0.865747833733015"
"136","Otu00056 ~~ Otu00101","0.67547882431984"
"137","Otu00275 ~~ Otu00101","0.751260494406545"
"138","Otu00160 ~~ Otu00101","0.683631830177404"
"139","Otu00038 ~~ Otu00101","0.734644949677605"
"140","Otu00028 ~~ Otu00005","0.672450244226282"
"141","Otu00005 ~~ Otu00005","1"
"142","Otu00024 ~~ Otu00005","0.628046820980678"
"143","Otu00012 ~~ Otu00005","0.578845110952039"
"144","Otu00162 ~~ Otu00005","0.754296328766508"
"145","Otu00054 ~~ Otu00005","0.60192741057401"
"146","Otu00126 ~~ Otu00005","0.592057290513045"
"147","Otu00045 ~~ Otu00005","0.634748022316052"
"148","Otu00018.Otu00029 ~~ Otu00005","0.676839496730591"
"149","Otu00013 ~~ Otu00027","0.60557309064043"
"150","Otu00108 ~~ Otu00027","0.662087074927953"
"151","Otu00027 ~~ Otu00027","1"
"152","Otu00022 ~~ Otu00027","0.636311453745376"
"153","Otu00189 ~~ Otu00027","0.691626181432678"
"154","Otu00090 ~~ Otu00027","0.597103774889829"
"155","Otu00044 ~~ Otu00027","0.670094378118155"
"156","Otu00091 ~~ Otu00027","0.641388447761594"
"157","Otu00069 ~~ Otu00027","0.614102487756478"
"158","Otu00031 ~~ Otu00027","0.520337798941707"
"159","Otu00046 ~~ Otu00154","0.893154747061745"
"160","Otu00083 ~~ Otu00154","0.895267753480146"
"161","Otu00073 ~~ Otu00154","0.823948748895282"
"162","Otu00101 ~~ Otu00154","0.865747833733015"
"163","Otu00154 ~~ Otu00154","1"
"164","Otu00056 ~~ Otu00154","0.743965512083415"
"165","Otu00275 ~~ Otu00154","0.579811435576254"
"166","Otu00160 ~~ Otu00154","0.814345626120445"
"167","Otu00038 ~~ Otu00154","0.797137241030311"
"168","Otu00077 ~~ Otu00077","1"
"169","Otu00036 ~~ Otu00077","0.520746275151456"
"170","Otu00006 ~~ Otu00077","0.57175332587649"
"171","Otu00119 ~~ Otu00077","0.604126258672981"
"172","Otu00099 ~~ Otu00077","0.535502116950491"
"173","Otu00068 ~~ Otu00077","0.504692327504859"
"174","Otu00077 ~~ Otu00036","0.520746275151456"
"175","Otu00036 ~~ Otu00036","1"
"176","Otu00006 ~~ Otu00036","0.627140599517647"
"177","Otu00119 ~~ Otu00036","0.51762845257436"
"178","Otu00099 ~~ Otu00036","0.580514925096415"
"179","Otu00001 ~~ Otu00035","0.630893493334769"
"180","Otu00035 ~~ Otu00035","1"
"181","Otu00077 ~~ Otu00006","0.57175332587649"
"182","Otu00036 ~~ Otu00006","0.627140599517647"
"183","Otu00006 ~~ Otu00006","1"
"184","Otu00009 ~~ Otu00006","0.807914092973583"
"185","Otu00194 ~~ Otu00006","0.715616928209186"
"186","Otu00119 ~~ Otu00006","0.798348325582301"
"187","Otu00099 ~~ Otu00006","0.81653566398298"
"188","Otu00110 ~~ Otu00006","0.657589102188659"
"189","Otu00068 ~~ Otu00006","0.591709130921627"
"190","Otu00285 ~~ Otu00006","0.696856821358057"
"191","Otu00050 ~~ Otu00050","1"
"192","Otu00014 ~~ Otu00559","0.587165192966641"
"193","Otu00559 ~~ Otu00559","1"
"194","Otu00346 ~~ Otu00559","0.672565533354201"
"195","Otu00020 ~~ Otu00559","0.607326216913601"
"196","Otu00059 ~~ Otu00559","0.727768822836031"
"197","Otu00512 ~~ Otu00559","0.914715058372663"
"198","Otu00514 ~~ Otu00559","0.521134495522755"
"199","Otu00058 ~~ Otu00559","0.540123105497715"
"200","Otu00067 ~~ Otu00559","0.561891775600456"
"201","Otu00034 ~~ Otu00559","0.515209379884117"
"202","Otu00032 ~~ Otu00559","0.632777755477866"
"203","Otu00046 ~~ Otu00056","0.736093831467494"
"204","Otu00083 ~~ Otu00056","0.723201660766784"
"205","Otu00073 ~~ Otu00056","0.690514483126793"
"206","Otu00101 ~~ Otu00056","0.67547882431984"
"207","Otu00154 ~~ Otu00056","0.743965512083415"
"208","Otu00056 ~~ Otu00056","1"
"209","Otu00160 ~~ Otu00056","0.721592552705658"
"210","Otu00038 ~~ Otu00056","0.885106646003793"
"211","Otu00018.Otu00029 ~~ Otu00056","0.556440102747398"
"212","Otu00003 ~~ Otu00022","0.560182917438916"
"213","Otu00013 ~~ Otu00022","0.510096394617601"
"214","Otu00108 ~~ Otu00022","0.737707326202263"
"215","Otu00027 ~~ Otu00022","0.636311453745376"
"216","Otu00022 ~~ Otu00022","1"
"217","Otu00012 ~~ Otu00022","0.573906241711092"
"218","Otu00044 ~~ Otu00022","0.758008370959615"
"219","Otu00031 ~~ Otu00022","0.729192763482763"
"220","Otu00045 ~~ Otu00022","0.518947219105738"
"221","Otu00006 ~~ Otu00009","0.807914092973583"
"222","Otu00009 ~~ Otu00009","1"
"223","Otu00194 ~~ Otu00009","0.699645404148552"
"224","Otu00119 ~~ Otu00009","0.761935530096732"
"225","Otu00099 ~~ Otu00009","0.872727395553259"
"226","Otu00110 ~~ Otu00009","0.670323757230822"
"227","Otu00068 ~~ Otu00009","0.769051091523598"
"228","Otu00285 ~~ Otu00009","0.739128788322569"
"229","Otu00393 ~~ Otu00393","1"
"230","Otu00028 ~~ Otu00024","0.691803479433683"
"231","Otu00005 ~~ Otu00024","0.628046820980678"
"232","Otu00024 ~~ Otu00024","1"
"233","Otu00162 ~~ Otu00024","0.669941747919782"
"234","Otu00078 ~~ Otu00024","0.740564368367138"
"235","Otu00054 ~~ Otu00024","0.615855576107009"
"236","Otu00126 ~~ Otu00024","0.602255400360384"
"237","Otu00018.Otu00029 ~~ Otu00024","0.897355880129841"
"238","Otu00027 ~~ Otu00189","0.691626181432678"
"239","Otu00189 ~~ Otu00189","1"
"240","Otu00090 ~~ Otu00189","0.63845082109655"
"241","Otu00069 ~~ Otu00189","0.740606635931681"
"242","Otu00003 ~~ Otu00012","0.525542344832705"
"243","Otu00108 ~~ Otu00012","0.56964128344273"
"244","Otu00005 ~~ Otu00012","0.578845110952039"
"245","Otu00022 ~~ Otu00012","0.573906241711092"
"246","Otu00012 ~~ Otu00012","1"
"247","Otu00011 ~~ Otu00012","0.596518029997604"
"248","Otu00044 ~~ Otu00012","0.57785677444107"
"249","Otu00059 ~~ Otu00012","0.545886868796646"
"250","Otu00008 ~~ Otu00012","0.57168151318011"
"251","Otu00053 ~~ Otu00012","0.548191188165788"
"252","Otu00067 ~~ Otu00012","0.50053468344336"
"253","Otu00031 ~~ Otu00012","0.596086317911552"
"254","Otu00045 ~~ Otu00012","0.713561980043969"
"255","Otu00032 ~~ Otu00012","0.534066734566876"
"256","Otu00003 ~~ Otu00011","0.717529573384973"
"257","Otu00049 ~~ Otu00011","0.691536240647384"
"258","Otu00014 ~~ Otu00011","0.716881230718409"
"259","Otu00012 ~~ Otu00011","0.596518029997604"
"260","Otu00011 ~~ Otu00011","1"
"261","Otu00039 ~~ Otu00011","0.567872653262693"
"262","Otu00059 ~~ Otu00011","0.540574335571888"
"263","Otu00040 ~~ Otu00011","0.503807006079154"
"264","Otu00010 ~~ Otu00011","0.654786602978736"
"265","Otu00008 ~~ Otu00011","0.662112136350146"
"266","Otu00004 ~~ Otu00011","0.676914394969762"
"267","Otu00053 ~~ Otu00011","0.590704755192076"
"268","Otu00079 ~~ Otu00011","0.584378506562423"
"269","Otu00178 ~~ Otu00011","0.513119798445971"
"270","Otu00041 ~~ Otu00011","0.560976227286186"
"271","Otu00058 ~~ Otu00011","0.504200892871688"
"272","Otu00067 ~~ Otu00011","0.679382904846521"
"273","Otu00031 ~~ Otu00011","0.549600415661357"
"274","Otu00034 ~~ Otu00011","0.606843847423192"
"275","Otu00131 ~~ Otu00011","0.511991591655771"
"276","Otu00032 ~~ Otu00011","0.60848359000835"
"277","Otu00028 ~~ Otu00162","0.540818739397633"
"278","Otu00005 ~~ Otu00162","0.754296328766508"
"279","Otu00024 ~~ Otu00162","0.669941747919782"
"280","Otu00162 ~~ Otu00162","1"
"281","Otu00078 ~~ Otu00162","0.581643650496781"
"282","Otu00054 ~~ Otu00162","0.660313146090552"
"283","Otu00018.Otu00029 ~~ Otu00162","0.748335954015032"
"284","Otu00559 ~~ Otu00346","0.672565533354201"
"285","Otu00346 ~~ Otu00346","1"
"286","Otu00059 ~~ Otu00346","0.60902269732959"
"287","Otu00512 ~~ Otu00346","0.672652880850151"
"288","Otu00003 ~~ Otu00090","0.51366346752374"
"289","Otu00027 ~~ Otu00090","0.597103774889829"
"290","Otu00189 ~~ Otu00090","0.63845082109655"
"291","Otu00090 ~~ Otu00090","1"
"292","Otu00069 ~~ Otu00090","0.732207122406834"
"293","Otu00058 ~~ Otu00090","0.527767720465626"
"294","Otu00111 ~~ Otu00111","1"
"295","Otu00048 ~~ Otu00048","1"
"296","Otu00006 ~~ Otu00194","0.715616928209186"
"297","Otu00009 ~~ Otu00194","0.699645404148552"
"298","Otu00194 ~~ Otu00194","1"
"299","Otu00119 ~~ Otu00194","0.504103100586197"
"300","Otu00099 ~~ Otu00194","0.558501062067802"
"301","Otu00110 ~~ Otu00194","0.564179270071419"
"302","Otu00077 ~~ Otu00119","0.604126258672981"
"303","Otu00036 ~~ Otu00119","0.51762845257436"
"304","Otu00006 ~~ Otu00119","0.798348325582301"
"305","Otu00009 ~~ Otu00119","0.761935530096732"
"306","Otu00194 ~~ Otu00119","0.504103100586197"
"307","Otu00119 ~~ Otu00119","1"
"308","Otu00099 ~~ Otu00119","0.814615910071879"
"309","Otu00068 ~~ Otu00119","0.697118535409516"
"310","Otu00285 ~~ Otu00119","0.663107086922038"
"311","Otu00014 ~~ Otu00020","0.56559847971803"
"312","Otu00559 ~~ Otu00020","0.607326216913601"
"313","Otu00020 ~~ Otu00020","1"
"314","Otu00512 ~~ Otu00020","0.643175773130714"
"315","Otu00003 ~~ Otu00039","0.555986289747506"
"316","Otu00049 ~~ Otu00039","0.622113795593203"
"317","Otu00011 ~~ Otu00039","0.567872653262693"
"318","Otu00039 ~~ Otu00039","1"
"319","Otu00004 ~~ Otu00039","0.598133720516093"
"320","Otu00053 ~~ Otu00039","0.575257686309148"
"321","Otu00079 ~~ Otu00039","0.507352205960734"
"322","Otu00003 ~~ Otu00044","0.502608729870709"
"323","Otu00013 ~~ Otu00044","0.590661802640014"
"324","Otu00108 ~~ Otu00044","0.804953102474713"
"325","Otu00027 ~~ Otu00044","0.670094378118155"
"326","Otu00022 ~~ Otu00044","0.758008370959615"
"327","Otu00012 ~~ Otu00044","0.57785677444107"
"328","Otu00044 ~~ Otu00044","1"
"329","Otu00091 ~~ Otu00044","0.720507470958937"
"330","Otu00031 ~~ Otu00044","0.748240579150005"
"331","Otu00045 ~~ Otu00044","0.551779003199224"
"332","Otu00014 ~~ Otu00081","0.506762851326168"
"333","Otu00081 ~~ Otu00081","1"
"334","Otu00040 ~~ Otu00081","0.505863221945934"
"335","Otu00010 ~~ Otu00081","0.646908215801357"
"336","Otu00085 ~~ Otu00081","0.612583178805407"
"337","Otu00034 ~~ Otu00081","0.75266968989442"
"338","Otu00131 ~~ Otu00081","0.505404043373879"
"339","Otu00032 ~~ Otu00081","0.568539794762403"
"340","Otu00264 ~~ Otu00081","0.585680066067339"
"341","Otu00083 ~~ Otu00275","0.569127354271322"
"342","Otu00101 ~~ Otu00275","0.751260494406545"
"343","Otu00154 ~~ Otu00275","0.579811435576254"
"344","Otu00275 ~~ Otu00275","1"
"345","Otu00607 ~~ Otu00275","0.659500295216942"
"346","Otu00184 ~~ Otu00184","1"
"347","Otu00079 ~~ Otu00184","0.525705386104843"
"348","Otu00077 ~~ Otu00099","0.535502116950491"
"349","Otu00036 ~~ Otu00099","0.580514925096415"
"350","Otu00006 ~~ Otu00099","0.81653566398298"
"351","Otu00009 ~~ Otu00099","0.872727395553259"
"352","Otu00194 ~~ Otu00099","0.558501062067802"
"353","Otu00119 ~~ Otu00099","0.814615910071879"
"354","Otu00099 ~~ Otu00099","1"
"355","Otu00110 ~~ Otu00099","0.588152488338452"
"356","Otu00068 ~~ Otu00099","0.74292305458378"
"357","Otu00285 ~~ Otu00099","0.713202197912689"
"358","Otu00014 ~~ Otu00059","0.563945793625454"
"359","Otu00559 ~~ Otu00059","0.727768822836031"
"360","Otu00012 ~~ Otu00059","0.545886868796646"
"361","Otu00011 ~~ Otu00059","0.540574335571888"
"362","Otu00346 ~~ Otu00059","0.60902269732959"
"363","Otu00059 ~~ Otu00059","1"
"364","Otu00512 ~~ Otu00059","0.720371016811124"
"365","Otu00053 ~~ Otu00059","0.55522995759596"
"366","Otu00067 ~~ Otu00059","0.553130434099147"
"367","Otu00032 ~~ Otu00059","0.532278502738227"
"368","Otu00003 ~~ Otu00040","0.5416755459362"
"369","Otu00011 ~~ Otu00040","0.503807006079154"
"370","Otu00081 ~~ Otu00040","0.505863221945934"
"371","Otu00040 ~~ Otu00040","1"
"372","Otu00037 ~~ Otu00040","0.569961588635117"
"373","Otu00085 ~~ Otu00040","0.518981159620663"
"374","Otu00034 ~~ Otu00040","0.544593145887844"
"375","Otu00264 ~~ Otu00040","0.649293898266059"
"376","Otu00046 ~~ Otu00160","0.895152497895495"
"377","Otu00083 ~~ Otu00160","0.81561514929021"
"378","Otu00073 ~~ Otu00160","0.785197594109499"
"379","Otu00101 ~~ Otu00160","0.683631830177404"
"380","Otu00154 ~~ Otu00160","0.814345626120445"
"381","Otu00056 ~~ Otu00160","0.721592552705658"
"382","Otu00160 ~~ Otu00160","1"
"383","Otu00038 ~~ Otu00160","0.769154442812025"
"384","Otu00003 ~~ Otu00010","0.61985522742889"
"385","Otu00049 ~~ Otu00010","0.538259698017443"
"386","Otu00014 ~~ Otu00010","0.508090712183191"
"387","Otu00011 ~~ Otu00010","0.654786602978736"
"388","Otu00081 ~~ Otu00010","0.646908215801357"
"389","Otu00010 ~~ Otu00010","1"
"390","Otu00004 ~~ Otu00010","0.536286135432255"
"391","Otu00058 ~~ Otu00010","0.534520556955091"
"392","Otu00085 ~~ Otu00010","0.541824212803786"
"393","Otu00031 ~~ Otu00010","0.565197337286491"
"394","Otu00034 ~~ Otu00010","0.554268686918473"
"395","Otu00061 ~~ Otu00010","0.520198394279647"
"396","Otu00032 ~~ Otu00010","0.501939544123163"
"397","Otu00120 ~~ Otu00010","0.533558094885159"
"398","Otu00264 ~~ Otu00010","0.542411176891322"
"399","Otu00014 ~~ Otu00512","0.589108301965459"
"400","Otu00559 ~~ Otu00512","0.914715058372663"
"401","Otu00346 ~~ Otu00512","0.672652880850151"
"402","Otu00020 ~~ Otu00512","0.643175773130714"
"403","Otu00059 ~~ Otu00512","0.720371016811124"
"404","Otu00512 ~~ Otu00512","1"
"405","Otu00491 ~~ Otu00512","0.501683858859719"
"406","Otu00058 ~~ Otu00512","0.502347678939098"
"407","Otu00067 ~~ Otu00512","0.532024062297442"
"408","Otu00034 ~~ Otu00512","0.504099190809635"
"409","Otu00032 ~~ Otu00512","0.59463200589734"
"410","Otu00003 ~~ Otu00008","0.664146616131571"
"411","Otu00049 ~~ Otu00008","0.533112528759627"
"412","Otu00014 ~~ Otu00008","0.621228720622216"
"413","Otu00012 ~~ Otu00008","0.57168151318011"
"414","Otu00011 ~~ Otu00008","0.662112136350146"
"415","Otu00008 ~~ Otu00008","1"
"416","Otu00004 ~~ Otu00008","0.590488508970418"
"417","Otu00053 ~~ Otu00008","0.614001315519724"
"418","Otu00079 ~~ Otu00008","0.55178944612547"
"419","Otu00041 ~~ Otu00008","0.505784966913024"
"420","Otu00058 ~~ Otu00008","0.57012378073688"
"421","Otu00067 ~~ Otu00008","0.563516196429455"
"422","Otu00032 ~~ Otu00008","0.607334601310766"
"423","Otu00003 ~~ Otu00004","0.805653038870634"
"424","Otu00049 ~~ Otu00004","0.737830830310739"
"425","Otu00014 ~~ Otu00004","0.561791840006589"
"426","Otu00011 ~~ Otu00004","0.676914394969762"
"427","Otu00039 ~~ Otu00004","0.598133720516093"
"428","Otu00010 ~~ Otu00004","0.536286135432255"
"429","Otu00008 ~~ Otu00004","0.590488508970418"
"430","Otu00004 ~~ Otu00004","1"
"431","Otu00079 ~~ Otu00004","0.505122084439477"
"432","Otu00041 ~~ Otu00004","0.507846034078185"
"433","Otu00031 ~~ Otu00004","0.543611838253149"
"434","Otu00131 ~~ Otu00004","0.577435429999571"
"435","Otu00107 ~~ Otu00107","1"
"436","Otu00092 ~~ Otu00107","0.936401703588821"
"437","Otu00126 ~~ Otu00107","0.882630889677861"
"438","Otu00003 ~~ Otu00053","0.502701702987638"
"439","Otu00049 ~~ Otu00053","0.566040579085325"
"440","Otu00012 ~~ Otu00053","0.548191188165788"
"441","Otu00011 ~~ Otu00053","0.590704755192076"
"442","Otu00039 ~~ Otu00053","0.575257686309148"
"443","Otu00059 ~~ Otu00053","0.55522995759596"
"444","Otu00008 ~~ Otu00053","0.614001315519724"
"445","Otu00053 ~~ Otu00053","1"
"446","Otu00031 ~~ Otu00053","0.556291536044401"
"447","Otu00045 ~~ Otu00053","0.507737523736868"
"448","Otu00028 ~~ Otu00078","0.515659306378981"
"449","Otu00024 ~~ Otu00078","0.740564368367138"
"450","Otu00162 ~~ Otu00078","0.581643650496781"
"451","Otu00078 ~~ Otu00078","1"
"452","Otu00054 ~~ Otu00078","0.532405721080986"
"453","Otu00018.Otu00029 ~~ Otu00078","0.801649462709108"
"454","Otu00006 ~~ Otu00110","0.657589102188659"
"455","Otu00009 ~~ Otu00110","0.670323757230822"
"456","Otu00194 ~~ Otu00110","0.564179270071419"
"457","Otu00099 ~~ Otu00110","0.588152488338452"
"458","Otu00110 ~~ Otu00110","1"
"459","Otu00285 ~~ Otu00110","0.683480988791334"
"460","Otu00027 ~~ Otu00091","0.641388447761594"
"461","Otu00044 ~~ Otu00091","0.720507470958937"
"462","Otu00091 ~~ Otu00091","1"
"463","Otu00300 ~~ Otu00491","0.673714377306586"
"464","Otu00512 ~~ Otu00491","0.501683858859719"
"465","Otu00491 ~~ Otu00491","1"
"466","Otu00027 ~~ Otu00069","0.614102487756478"
"467","Otu00189 ~~ Otu00069","0.740606635931681"
"468","Otu00090 ~~ Otu00069","0.732207122406834"
"469","Otu00069 ~~ Otu00069","1"
"470","Otu00058 ~~ Otu00069","0.501924281095811"
"471","Otu00003 ~~ Otu00079","0.516484944710878"
"472","Otu00049 ~~ Otu00079","0.517994504699153"
"473","Otu00028 ~~ Otu00079","0.548617959123979"
"474","Otu00014 ~~ Otu00079","0.69532798849426"
"475","Otu00011 ~~ Otu00079","0.584378506562423"
"476","Otu00039 ~~ Otu00079","0.507352205960734"
"477","Otu00184 ~~ Otu00079","0.525705386104843"
"478","Otu00008 ~~ Otu00079","0.55178944612547"
"479","Otu00004 ~~ Otu00079","0.505122084439477"
"480","Otu00079 ~~ Otu00079","1"
"481","Otu00178 ~~ Otu00079","0.500709622388008"
"482","Otu00041 ~~ Otu00079","0.717772110693761"
"483","Otu00067 ~~ Otu00079","0.659418852984698"
"484","Otu00096 ~~ Otu00079","0.604793776029204"
"485","Otu00040 ~~ Otu00037","0.569961588635117"
"486","Otu00037 ~~ Otu00037","1"
"487","Otu00043 ~~ Otu00037","0.676961308927324"
"488","Otu00131 ~~ Otu00037","0.516914083189566"
"489","Otu00264 ~~ Otu00037","0.721879375269125"
"490","Otu00011 ~~ Otu00178","0.513119798445971"
"491","Otu00079 ~~ Otu00178","0.500709622388008"
"492","Otu00178 ~~ Otu00178","1"
"493","Otu00067 ~~ Otu00178","0.541356193946466"
"494","Otu00046 ~~ Otu00038","0.832369297288515"
"495","Otu00083 ~~ Otu00038","0.799425303346613"
"496","Otu00073 ~~ Otu00038","0.786131537681366"
"497","Otu00101 ~~ Otu00038","0.734644949677605"
"498","Otu00154 ~~ Otu00038","0.797137241030311"
"499","Otu00056 ~~ Otu00038","0.885106646003793"
"500","Otu00160 ~~ Otu00038","0.769154442812025"
"501","Otu00038 ~~ Otu00038","1"
"502","Otu00028 ~~ Otu00041","0.527529014061687"
"503","Otu00014 ~~ Otu00041","0.671315661501757"
"504","Otu00011 ~~ Otu00041","0.560976227286186"
"505","Otu00008 ~~ Otu00041","0.505784966913024"
"506","Otu00004 ~~ Otu00041","0.507846034078185"
"507","Otu00079 ~~ Otu00041","0.717772110693761"
"508","Otu00041 ~~ Otu00041","1"
"509","Otu00058 ~~ Otu00041","0.504794298112656"
"510","Otu00067 ~~ Otu00041","0.611229161245583"
"511","Otu00096 ~~ Otu00041","0.606658379507283"
"512","Otu00034 ~~ Otu00041","0.544595458436457"
"513","Otu00131 ~~ Otu00041","0.540926314407949"
